,x,y,z
0,0.3067670464515686,0.8049817681312561,3.9646269556214975e-07
1,0.29745233058929443,0.7486388683319092,0.005671120248734951
2,0.31049495935440063,0.6958050727844238,-0.00020262162433937192
3,0.3413006663322449,0.6616414785385132,-0.00838677678257227
4,0.3675217032432556,0.6450344324111938,-0.01606806553900242
5,0.2874835729598999,0.6688500642776489,-0.01617763377726078
6,0.29286161065101624,0.5988595485687256,-0.027498235926032066
7,0.287941575050354,0.5613781213760376,-0.03337828442454338
8,0.2799474596977234,0.532317042350769,-0.03698703274130821
9,0.30635523796081543,0.6768388748168945,-0.026374278590083122
10,0.33161264657974243,0.6083536148071289,-0.037415411323308945
11,0.3477042615413666,0.5649897456169128,-0.0421915240585804
12,0.3595080077648163,0.5330329537391663,-0.045286037027835846
13,0.3284853398799896,0.6920949220657349,-0.0346151702105999
14,0.367054283618927,0.6495402455329895,-0.040773797780275345
15,0.37426450848579407,0.658402681350708,-0.034676142036914825
16,0.37368083000183105,0.6733793020248413,-0.028746433556079865
17,0.3506343960762024,0.7107275724411011,-0.04310471937060356
18,0.3785076141357422,0.6811909675598145,-0.04152078926563263
19,0.3833865821361542,0.6841354966163635,-0.03201794996857643
20,0.3844577372074127,0.6920608878135681,-0.024169109761714935
