,x,y,z
0,0.4538041651248932,0.5256702899932861,4.448637866971694e-07
1,0.4492969512939453,0.4676104187965393,0.0072144013829529285
2,0.4600244164466858,0.41544458270072937,0.0029369096737354994
3,0.46941041946411133,0.38533222675323486,-0.004290809854865074
4,0.46676596999168396,0.3689819574356079,-0.011568961665034294
5,0.46186912059783936,0.3781405985355377,-0.014599403366446495
6,0.4804615080356598,0.311940461397171,-0.026461586356163025
7,0.4885939359664917,0.2729511559009552,-0.03112957812845707
8,0.4937625527381897,0.24149733781814575,-0.03296026214957237
9,0.4849129021167755,0.38598743081092834,-0.02530881203711033
10,0.5231817364692688,0.3231731057167053,-0.03598703444004059
11,0.5479206442832947,0.28496497869491577,-0.04133328050374985
12,0.5675129294395447,0.2584607005119324,-0.04393785074353218
13,0.5073214173316956,0.40751516819000244,-0.033661261200904846
14,0.5307366251945496,0.4084247350692749,-0.03726891055703163
15,0.5202935338020325,0.4291216731071472,-0.031273216009140015
16,0.5091598033905029,0.4430205523967743,-0.025754079222679138
17,0.5267999172210693,0.4345007836818695,-0.042215585708618164
18,0.5358929634094238,0.44391390681266785,-0.03781428188085556
19,0.5252058506011963,0.46033984422683716,-0.027100589126348495
20,0.5144299864768982,0.4712962806224823,-0.01855669543147087
