,x,y,z
0,0.7331781387329102,0.7999820709228516,2.865847648081399e-07
1,0.7069715261459351,0.7599180340766907,-0.009132113307714462
2,0.6991608738899231,0.7083491086959839,-0.014374883845448494
3,0.7219136953353882,0.6712242960929871,-0.0223397109657526
4,0.7476662397384644,0.6534997224807739,-0.03011460416018963
5,0.7083397507667542,0.6601272821426392,-0.002326848218217492
6,0.6964195370674133,0.603888213634491,-0.013924041762948036
7,0.6899609565734863,0.5687552690505981,-0.020862417295575142
8,0.685350775718689,0.5390831828117371,-0.024795308709144592
9,0.7344545722007751,0.6598671078681946,-0.008051680400967598
10,0.7415677309036255,0.5945597887039185,-0.02148657664656639
11,0.7418007850646973,0.5558830499649048,-0.029960697516798973
12,0.7432752251625061,0.5251176953315735,-0.03310605138540268
13,0.7578591108322144,0.6739394068717957,-0.01575390435755253
14,0.7576071619987488,0.641205370426178,-0.03640188276767731
15,0.7431736588478088,0.6769805550575256,-0.038126926869153976
16,0.7361817359924316,0.7049000859260559,-0.03185337036848068
17,0.7778372764587402,0.6960281729698181,-0.02411116287112236
18,0.774287223815918,0.6628475189208984,-0.03640257567167282
19,0.7610815763473511,0.6855112910270691,-0.031509872525930405
20,0.7540074586868286,0.7087389826774597,-0.023914996534585953
