,x,y,z
0,0.6872763633728027,0.6935412287712097,-1.7238333782643167e-07
1,0.6708760857582092,0.6356093883514404,0.011099755764007568
2,0.638935923576355,0.6082046031951904,0.011382753029465675
3,0.6088652610778809,0.6116916537284851,0.008256175555288792
4,0.5888709425926208,0.628524899482727,0.0034585706889629364
5,0.6016454696655273,0.5730711817741394,0.00527627719566226
6,0.5664324164390564,0.605756402015686,0.003850362030789256
7,0.5749876499176025,0.6290982961654663,9.412085637450218e-05
8,0.5892034769058228,0.6367656588554382,-0.0030985998455435038
9,0.5892943143844604,0.5971167087554932,-0.004156395792961121
10,0.5623717904090881,0.6387544274330139,-0.00022780569270253181
11,0.5761399269104004,0.6551979184150696,-0.00037063079071231186
12,0.5924254655838013,0.656146764755249,-0.002919220831245184
13,0.5839945077896118,0.6314173340797424,-0.01201882679015398
14,0.5671903491020203,0.6664634943008423,-0.008814857341349125
15,0.5836395621299744,0.6759055852890015,-0.008470841683447361
16,0.6000878810882568,0.6720523834228516,-0.010821100324392319
17,0.5836519002914429,0.6664921641349792,-0.0192719679325819
18,0.5778566002845764,0.6883818507194519,-0.018480636179447174
19,0.5947610139846802,0.6951220631599426,-0.015132920816540718
20,0.6090223789215088,0.6924321055412292,-0.012496385723352432
