,x,y,z
0,0.6419369578361511,0.44494250416755676,-2.976144344302156e-07
1,0.6110052466392517,0.43151724338531494,-0.010667646303772926
2,0.5864766240119934,0.39597466588020325,-0.01706649735569954
3,0.5819647312164307,0.3536890149116516,-0.025330323725938797
4,0.59297776222229,0.32095402479171753,-0.03068205527961254
5,0.5904628038406372,0.3420444428920746,0.00042261401540599763
6,0.5785952806472778,0.2967897951602936,-0.016877152025699615
7,0.584016740322113,0.3253939747810364,-0.027273962274193764
8,0.5909659266471863,0.3532083332538605,-0.030942600220441818
9,0.6114966869354248,0.3317440152168274,-0.001276969094760716
10,0.6012005805969238,0.2884703278541565,-0.01942085102200508
11,0.6063829064369202,0.32911789417266846,-0.025143491104245186
12,0.6134217381477356,0.35947510600090027,-0.02381921000778675
13,0.6339738965034485,0.3266831338405609,-0.006285352632403374
14,0.6255504488945007,0.27506786584854126,-0.022157207131385803
15,0.6242344975471497,0.30855613946914673,-0.020628932863473892
16,0.6271369457244873,0.3397502899169922,-0.014459380879998207
17,0.6580889821052551,0.327015221118927,-0.012565257027745247
18,0.6538875102996826,0.28319716453552246,-0.021531423553824425
19,0.6452584266662598,0.298602432012558,-0.01973508670926094
20,0.6398569941520691,0.32256871461868286,-0.015355203300714493
