,x,y,z
0,0.36576026678085327,0.5505298376083374,3.549213829501241e-07
1,0.4068966209888458,0.5392174124717712,-0.01538730040192604
2,0.4443780481815338,0.5146735310554504,-0.022585898637771606
3,0.47013717889785767,0.48828718066215515,-0.029180429875850677
4,0.4898448586463928,0.467623233795166,-0.0356513187289238
5,0.42545679211616516,0.4399433135986328,-0.011408989317715168
6,0.44856786727905273,0.395616739988327,-0.022556791082024574
7,0.46166467666625977,0.3680192828178406,-0.031786561012268066
8,0.472044974565506,0.34474703669548035,-0.03812506049871445
9,0.4030265808105469,0.4262962341308594,-0.01235439907759428
10,0.4210047125816345,0.3708854615688324,-0.02208789810538292
11,0.4323287308216095,0.33522361516952515,-0.030927440151572227
12,0.4409445822238922,0.3060894012451172,-0.03739725798368454
13,0.37862497568130493,0.4247332811355591,-0.015628241002559662
14,0.3870605230331421,0.3692781627178192,-0.026987554505467415
15,0.3906228840351105,0.3343977928161621,-0.0361977145075798
16,0.39436185359954834,0.30642786622047424,-0.04221044108271599
17,0.3523142635822296,0.43295302987098694,-0.02025975100696087
18,0.34605133533477783,0.39135682582855225,-0.03251543641090393
19,0.3396712839603424,0.36330077052116394,-0.038868680596351624
20,0.33458012342453003,0.33679652214050293,-0.04233428090810776
