,x,y,z
0,0.3992546796798706,0.8517967462539673,4.708630285676918e-07
1,0.4462716579437256,0.7963466644287109,-0.025306304916739464
2,0.47730833292007446,0.7179901599884033,-0.04085381329059601
3,0.5041220784187317,0.6580280661582947,-0.05490126460790634
4,0.5314413905143738,0.6148901581764221,-0.07031315565109253
5,0.41750720143318176,0.6500554084777832,-0.04181548207998276
6,0.4218497574329376,0.5637768507003784,-0.06632032990455627
7,0.42335009574890137,0.5097557306289673,-0.08275407552719116
8,0.42313525080680847,0.46204128861427307,-0.09495465457439423
9,0.3775285482406616,0.6568944454193115,-0.04723702371120453
10,0.36546623706817627,0.5613607168197632,-0.0703396201133728
11,0.3604607582092285,0.4976578950881958,-0.08658497035503387
12,0.3543441593647003,0.4428606629371643,-0.09865003824234009
13,0.34560519456863403,0.686286449432373,-0.05487724021077156
14,0.31691667437553406,0.601509153842926,-0.07930278778076172
15,0.2986150085926056,0.543952465057373,-0.09679832309484482
16,0.2839534878730774,0.4929405152797699,-0.10907644778490067
17,0.3220905065536499,0.7334580421447754,-0.0641404464840889
18,0.280331015586853,0.688977837562561,-0.08887377381324768
19,0.2523251473903656,0.6586870551109314,-0.10173001885414124
20,0.22830231487751007,0.6267987489700317,-0.11018247902393341
