,x,y,z
0,0.39392217993736267,0.8734099864959717,3.2802421401356696e-07
1,0.43513166904449463,0.8469601273536682,-0.01101391576230526
2,0.46637672185897827,0.805448591709137,-0.019383495673537254
3,0.48961031436920166,0.7725652456283569,-0.027874335646629333
4,0.5126103162765503,0.7452986240386963,-0.03753024339675903
5,0.44019240140914917,0.7550350427627563,-0.019439952448010445
6,0.4600691795349121,0.7144930362701416,-0.03755984827876091
7,0.478628545999527,0.6950072646141052,-0.050501126796007156
8,0.49675410985946655,0.6795401573181152,-0.058957792818546295
9,0.4208648204803467,0.751335620880127,-0.025345249101519585
10,0.43473368883132935,0.7050958871841431,-0.03975288197398186
11,0.45368561148643494,0.6816977262496948,-0.04927831515669823
12,0.4714728593826294,0.6626039743423462,-0.05615896359086037
13,0.39884406328201294,0.7626349329948425,-0.033100053668022156
14,0.39838331937789917,0.7176265716552734,-0.04903966560959816
15,0.40513136982917786,0.6904662847518921,-0.058027833700180054
16,0.41416797041893005,0.6647336483001709,-0.06450805068016052
17,0.377950519323349,0.7881579995155334,-0.04156065359711647
18,0.3628898561000824,0.7620517015457153,-0.0573798269033432
19,0.35447806119918823,0.7448040246963501,-0.06357283145189285
20,0.3479542136192322,0.7264067530632019,-0.06753184646368027
